# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "--fraction" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/D7795_v3_2018.tradis.gff" "-o" "D7795_output_MAC_1.deseq.fc.tsv" "D7795_output_MAC_1.deseq.bam" 
Geneid	Chr	Start	End	Strand	Length	D7795_output_MAC_1.deseq.bam
D7795_01849	D7795_v1_chr	1724770	1725018	+	249	0
D7795_01850	D7795_v1_chr	1725287	1726108	+	822	60
D7795_01851	D7795_v1_chr	1726148	1726477	-	330	65
D7795_01852	D7795_v1_chr	1726464	1726826	-	363	70
D7795_01853	D7795_v1_chr	1727244	1728278	+	1035	156
D7795_01854	D7795_v1_chr	1728453	1729841	-	1389	152
D7795_01855	D7795_v1_chr	1729852	1731381	-	1530	245
D7795_01856	D7795_v1_chr	1731908	1732852	+	945	44
D7795_01857	D7795_v1_chr	1733151	1734533	+	1383	300
D7795_01858	D7795_v1_chr	1734595	1734930	-	336	29
D7795_01859	D7795_v1_chr	1735057	1735788	+	732	166
D7795_01860	D7795_v1_chr	1736268	1737419	+	1152	473
D7795_01861	D7795_v1_chr	1737352	1737466	+	115	0
D7795_01862	D7795_v1_chr	1737578	1739278	+	1701	36
D7795_01863	D7795_v1_chr	1739389	1740690	+	1302	33
D7795_01864	D7795_v1_chr	1740766	1741695	+	930	1
D7795_01865	D7795_v1_chr	1741692	1743095	-	1404	26
D7795_01866	D7795_v1_chr	1743263	1744909	-	1647	165
D7795_01867	D7795_v1_chr	1745109	1746284	+	1176	229
D7795_01868	D7795_v1_chr	1746387	1747895	+	1509	70
D7795_01869	D7795_v1_chr	1747998	1748234	+	237	14
D7795_01870	D7795_v1_chr	1748295	1748375	+	81	0
D7795_01871	D7795_v1_chr	1748439	1748552	-	114	86
D7795_01872	D7795_v1_chr	1748601	1749602	+	1002	0
D7795_01873	D7795_v1_chr	1749677	1750717	-	1041	1
D7795_01874	D7795_v1_chr	1750925	1751050	+	126	22
D7795_01875	D7795_v1_chr	1751347	1751562	+	216	11
D7795_01876	D7795_v1_chr	1751651	1752091	+	441	33
D7795_01877	D7795_v1_chr	1752168	1752749	+	582	10
D7795_01878	D7795_v1_chr	1752749	1753327	+	579	0
D7795_01879	D7795_v1_chr	1753320	1755434	+	2115	59
D7795_01880	D7795_v1_chr	1755435	1756493	+	1059	52
D7795_01881	D7795_v1_chr	1756497	1757117	+	621	4
D7795_01882	D7795_v1_chr	1757120	1757812	+	693	7
D7795_01883	D7795_v1_chr	1757812	1758447	+	636	23
D7795_01884	D7795_v1_chr	1759048	1760553	+	1506	172
D7795_01885	D7795_v1_chr	1760658	1761263	+	606	32
D7795_01886	D7795_v1_chr	1761322	1762182	-	861	171
D7795_01887	D7795_v1_chr	1762242	1763516	-	1275	0
D7795_01888	D7795_v1_chr	1763643	1764299	-	657	0
D7795_01889	D7795_v1_chr	1764358	1764720	-	363	1
D7795_01890	D7795_v1_chr	1764775	1765896	-	1122	188
D7795_01891	D7795_v1_chr	1766168	1766635	+	468	64
D7795_01892	D7795_v1_chr	1766683	1767117	-	435	0
D7795_01893	D7795_v1_chr	1767318	1767554	+	237	0
D7795_01894	D7795_v1_chr	1767557	1768417	+	861	14
D7795_01895	D7795_v1_chr	1768417	1770456	+	2040	419
D7795_01896	D7795_v1_chr	1770432	1770953	-	522	126
D7795_01897	D7795_v1_chr	1771033	1771929	-	897	202
D7795_01898	D7795_v1_chr	1771980	1772219	-	240	74
D7795_01899	D7795_v1_chr	1772322	1772921	+	600	2
D7795_01900	D7795_v1_chr	1772980	1774077	+	1098	142
D7795_01901	D7795_v1_chr	1774146	1774553	+	408	69
D7795_01902	D7795_v1_chr	1774654	1775301	+	648	0
D7795_01903	D7795_v1_chr	1775379	1775726	-	348	31
D7795_01904	D7795_v1_chr	1776062	1776883	+	822	0
D7795_01905	D7795_v1_chr	1777010	1777591	+	582	13
D7795_01906	D7795_v1_chr	1777674	1777763	-	90	18
D7795_01907	D7795_v1_chr	1778059	1779084	+	1026	79
D7795_01908	D7795_v1_chr	1778986	1779080	+	95	0
D7795_01909	D7795_v1_chr	1779081	1780013	-	933	0
D7795_01910	D7795_v1_chr	1780126	1781331	+	1206	57
D7795_01911	D7795_v1_chr	1781621	1782769	+	1149	207
D7795_01912	D7795_v1_chr	1782811	1783452	-	642	0
D7795_01913	D7795_v1_chr	1783669	1785042	+	1374	280
D7795_01914	D7795_v1_chr	1785194	1785270	+	77	0
D7795_01915	D7795_v1_chr	1785281	1785357	+	77	49
D7795_01916	D7795_v1_chr	1785515	1786573	-	1059	31
D7795_01917	D7795_v1_chr	1786570	1787349	-	780	0
D7795_01918	D7795_v1_chr	1787350	1787616	-	267	0
D7795_01919	D7795_v1_chr	1787613	1788260	-	648	11
D7795_01920	D7795_v1_chr	1788328	1789296	-	969	75
D7795_01921	D7795_v1_chr	1789277	1789651	-	375	45
D7795_01922	D7795_v1_chr	1789632	1790009	-	378	35
D7795_01923	D7795_v1_chr	1790012	1791313	-	1302	44
D7795_01924	D7795_v1_chr	1791303	1793348	-	2046	119
D7795_01925	D7795_v1_chr	1793333	1793701	-	369	3
D7795_01926	D7795_v1_chr	1793759	1794751	-	993	67
D7795_01927	D7795_v1_chr	1794741	1795415	-	675	35
D7795_01928	D7795_v1_chr	1795066	1795138	+	73	0
D7795_01929	D7795_v1_chr	1795412	1795663	-	252	0
D7795_01930	D7795_v1_chr	1795978	1796727	-	750	0
D7795_01931	D7795_v1_chr	1796724	1796987	-	264	0
D7795_01932	D7795_v1_chr	1796984	1797274	-	291	0
D7795_01933	D7795_v1_chr	1797252	1797467	-	216	16
D7795_01934	D7795_v1_chr	1797561	1798250	-	690	111
D7795_01935	D7795_v1_chr	1798247	1799029	-	783	44
D7795_01936	D7795_v1_chr	1799045	1799473	-	429	7
D7795_01937	D7795_v1_chr	1799531	1799947	-	417	4
D7795_01938	D7795_v1_chr	1799950	1800537	-	588	75
D7795_01939	D7795_v1_chr	1800553	1802007	-	1455	22
D7795_01940	D7795_v1_chr	1802010	1802483	-	474	1
D7795_01941	D7795_v1_chr	1802480	1803070	-	591	27
D7795_01942	D7795_v1_chr	1803077	1803400	-	324	0
D7795_01943	D7795_v1_chr	1803606	1803848	-	243	1
D7795_01944	D7795_v1_chr	1803856	1805067	-	1212	5
D7795_01945	D7795_v1_chr	1805048	1806541	-	1494	20
D7795_01946	D7795_v1_chr	1806543	1806926	-	384	2
D7795_01947	D7795_v1_chr	1807345	1810107	+	2763	20
D7795_01948	D7795_v1_chr	1810138	1810776	+	639	25
D7795_01949	D7795_v1_chr	1810955	1811683	+	729	83
D7795_01950	D7795_v1_chr	1811855	1812814	+	960	327
D7795_01951	D7795_v1_chr	1812936	1813148	-	213	28
D7795_01952	D7795_v1_chr	1813246	1813866	-	621	19
D7795_01953	D7795_v1_chr	1813841	1815619	-	1779	192
D7795_01954	D7795_v1_chr	1815801	1816535	+	735	22
D7795_01955	D7795_v1_chr	1816536	1817558	+	1023	146
D7795_01956	D7795_v1_chr	1817551	1820613	+	3063	324
D7795_01957	D7795_v1_chr	1820936	1822162	+	1227	90
D7795_01958	D7795_v1_chr	1822174	1822911	+	738	8
D7795_01959	D7795_v1_chr	1822970	1823863	+	894	114
D7795_01960	D7795_v1_chr	1823885	1825228	+	1344	112
D7795_01961	D7795_v1_chr	1825428	1825622	+	195	12
D7795_01962	D7795_v1_chr	1825630	1827042	+	1413	29
D7795_01963	D7795_v1_chr	1827353	1827589	+	237	0
D7795_01964	D7795_v1_chr	1827672	1827914	+	243	0
D7795_01965	D7795_v1_chr	1827738	1827953	-	216	0
D7795_01966	D7795_v1_chr	1827980	1828981	-	1002	195
D7795_01967	D7795_v1_chr	1829136	1829552	-	417	15
D7795_01968	D7795_v1_chr	1829565	1830785	-	1221	43
D7795_01969	D7795_v1_chr	1830782	1832053	-	1272	43
D7795_01970	D7795_v1_chr	1832028	1832774	-	747	50
D7795_01971	D7795_v1_chr	1832791	1834278	-	1488	291
D7795_01972	D7795_v1_chr	1834287	1834655	-	369	50
D7795_01973	D7795_v1_chr	1835082	1836428	+	1347	140
D7795_01974	D7795_v1_chr	1836451	1836544	-	94	0
D7795_01975	D7795_v1_chr	1836716	1836904	-	189	5
D7795_01976	D7795_v1_chr	1837003	1837413	-	411	8
D7795_01977	D7795_v1_chr	1837410	1840466	-	3057	322
D7795_01978	D7795_v1_chr	1840731	1841849	+	1119	155
D7795_01979	D7795_v1_chr	1842032	1842140	+	109	34
D7795_01980	D7795_v1_chr	1842307	1842666	+	360	28
D7795_01981	D7795_v1_chr	1842807	1844018	+	1212	190
D7795_01982	D7795_v1_chr	1844382	1845617	+	1236	65
D7795_01983	D7795_v1_chr	1845684	1846550	+	867	172
D7795_01984	D7795_v1_chr	1846595	1847353	+	759	2
D7795_01985	D7795_v1_chr	1847507	1849102	+	1596	102
D7795_01986	D7795_v1_chr	1849116	1850267	+	1152	244
D7795_01987	D7795_v1_chr	1850343	1851233	-	891	31
D7795_01988	D7795_v1_chr	1851696	1852460	+	765	144
D7795_01989	D7795_v1_chr	1852482	1853417	+	936	81
D7795_01990	D7795_v1_chr	1853474	1854760	+	1287	204
D7795_01991	D7795_v1_chr	1854757	1855050	+	294	22
D7795_01992	D7795_v1_chr	1855288	1855740	+	453	86
D7795_01993	D7795_v1_chr	1855755	1856927	+	1173	146
D7795_01994	D7795_v1_chr	1856969	1859347	-	2379	345
D7795_01995	D7795_v1_chr	1859684	1860517	+	834	45
D7795_01996	D7795_v1_chr	1860673	1861719	+	1047	56
D7795_01997	D7795_v1_chr	1861876	1862067	+	192	5
D7795_01998	D7795_v1_chr	1862102	1863544	-	1443	230
D7795_01999	D7795_v1_chr	1863606	1864319	-	714	69
D7795_02000	D7795_v1_chr	1864633	1865097	-	465	140
D7795_02001	D7795_v1_chr	1865174	1865923	-	750	76
D7795_02002	D7795_v1_chr	1865923	1866474	-	552	9
D7795_02003	D7795_v1_chr	1866566	1867546	-	981	66
D7795_02004	D7795_v1_chr	1867738	1868286	-	549	96
D7795_02005	D7795_v1_chr	1868287	1868685	-	399	47
D7795_02006	D7795_v1_chr	1868672	1869664	-	993	12
D7795_02007	D7795_v1_chr	1869715	1870026	-	312	0
D7795_02008	D7795_v1_chr	1870121	1870399	+	279	57
D7795_02009	D7795_v1_chr	1870559	1870957	+	399	5
D7795_02010	D7795_v1_chr	1871030	1871272	+	243	0
D7795_02011	D7795_v1_chr	1871278	1871481	+	204	0
D7795_02012	D7795_v1_chr	1871451	1871642	+	192	0
D7795_02013	D7795_v1_chr	1871718	1872158	+	441	251
D7795_02014	D7795_v1_chr	1872155	1872412	+	258	28
D7795_02015	D7795_v1_chr	1872400	1872933	+	534	81
D7795_02016	D7795_v1_chr	1872930	1873169	+	240	9
D7795_02017	D7795_v1_chr	1873166	1874131	+	966	80
D7795_02018	D7795_v1_chr	1874125	1874628	+	504	117
D7795_02019	D7795_v1_chr	1874625	1875644	+	1020	149
D7795_02020	D7795_v1_chr	1875641	1877644	+	2004	410
D7795_02021	D7795_v1_chr	1877820	1878146	+	327	0
D7795_02022	D7795_v1_chr	1878139	1878552	+	414	43
D7795_02023	D7795_v1_chr	1879251	1879424	-	174	73
D7795_02024	D7795_v1_chr	1879768	1881483	-	1716	874
D7795_02025	D7795_v1_chr	1881842	1882018	+	177	99
D7795_02026	D7795_v1_chr	1882533	1883582	-	1050	196
D7795_02027	D7795_v1_chr	1883582	1885315	-	1734	237
D7795_02028	D7795_v1_chr	1885472	1886308	+	837	147
D7795_02029	D7795_v1_chr	1886332	1887417	+	1086	173
D7795_02030	D7795_v1_chr	1887464	1888294	+	831	43
D7795_02031	D7795_v1_chr	1888397	1888891	+	495	12
D7795_02032	D7795_v1_chr	1888891	1889091	+	201	0
D7795_02033	D7795_v1_chr	1889082	1889459	+	378	43
D7795_02034	D7795_v1_chr	1889456	1889899	+	444	98
D7795_02035	D7795_v1_chr	1889906	1890397	+	492	92
D7795_02036	D7795_v1_chr	1890384	1890830	+	447	0
D7795_02037	D7795_v1_chr	1890827	1891462	+	636	37
D7795_02038	D7795_v1_chr	1891459	1892049	+	591	137
D7795_02039	D7795_v1_chr	1892046	1892414	+	369	183
D7795_02040	D7795_v1_chr	1892401	1893297	+	897	24
D7795_02041	D7795_v1_chr	1893290	1893817	+	528	0
D7795_02042	D7795_v1_chr	1893823	1895439	+	1617	320
D7795_02043	D7795_v1_chr	1895442	1895975	+	534	67
D7795_02044	D7795_v1_chr	1895979	1896566	-	588	40
D7795_02045	D7795_v1_chr	1896566	1897864	-	1299	1032
D7795_02046	D7795_v1_chr	1898016	1898504	-	489	72
D7795_02047	D7795_v1_chr	1898518	1901514	-	2997	166
D7795_02048	D7795_v1_chr	1901629	1901985	-	357	11
D7795_02049	D7795_v1_chr	1902028	1902540	-	513	78
D7795_02050	D7795_v1_chr	1902541	1903728	-	1188	86
D7795_02051	D7795_v1_chr	1903886	1905007	+	1122	167
D7795_02052	D7795_v1_chr	1905062	1905322	+	261	12
D7795_02053	D7795_v1_chr	1905556	1905696	+	141	0
D7795_02054	D7795_v1_chr	1905909	1906002	-	94	0
D7795_02055	D7795_v1_chr	1906052	1906351	-	300	0
D7795_02056	D7795_v1_chr	1906356	1908743	-	2388	0
D7795_02057	D7795_v1_chr	1908759	1909742	-	984	0
D7795_02058	D7795_v1_chr	1910044	1910400	-	357	0
D7795_02059	D7795_v1_chr	1910451	1910648	-	198	0
D7795_02060	D7795_v1_chr	1910744	1911178	-	435	0
D7795_02061	D7795_v1_chr	1911290	1913218	-	1929	0
D7795_02062	D7795_v1_chr	1913985	1914125	+	141	15
D7795_02063	D7795_v1_chr	1914116	1915339	+	1224	68
D7795_02064	D7795_v1_chr	1915646	1915851	-	206	49
D7795_02065	D7795_v1_chr	1916024	1916878	-	855	453
D7795_02066	D7795_v1_chr	1916940	1917188	-	249	0
D7795_02067	D7795_v1_chr	1917331	1918290	+	960	168
D7795_02068	D7795_v1_chr	1918264	1918336	+	73	0
D7795_02069	D7795_v1_chr	1918294	1918415	-	122	0
D7795_02070	D7795_v1_chr	1918339	1919097	-	759	274
D7795_02071	D7795_v1_chr	1919386	1920318	+	933	91
D7795_02072	D7795_v1_chr	1920414	1920704	+	291	65
D7795_02073	D7795_v1_chr	1920811	1921671	+	861	30
D7795_02074	D7795_v1_chr	1921714	1922250	-	537	1
D7795_02075	D7795_v1_chr	1922399	1923067	+	669	263
D7795_02076	D7795_v1_chr	1923077	1923243	+	167	8
D7795_02077	D7795_v1_chr	1923205	1923804	+	600	148
D7795_02078	D7795_v1_chr	1923941	1925332	+	1392	88
D7795_02079	D7795_v1_chr	1925435	1925677	-	243	20
D7795_02080	D7795_v1_chr	1926042	1928294	+	2253	132
D7795_02081	D7795_v1_chr	1928302	1928429	-	128	0
D7795_02082	D7795_v1_chr	1928338	1929096	-	759	127
D7795_02083	D7795_v1_chr	1929109	1930464	-	1356	252
D7795_02084	D7795_v1_chr	1930589	1931428	-	840	146
D7795_02085	D7795_v1_chr	1931442	1931789	-	348	69
D7795_02086	D7795_v1_chr	1931840	1933198	-	1359	118
D7795_02087	D7795_v1_chr	1933281	1933601	-	321	161
D7795_02088	D7795_v1_chr	1933902	1934243	-	342	0
D7795_02089	D7795_v1_chr	1934462	1935289	+	828	0
D7795_02090	D7795_v1_chr	1935410	1936291	+	882	138
D7795_02091	D7795_v1_chr	1936291	1936378	-	88	6
D7795_02092	D7795_v1_chr	1936366	1936851	-	486	120
D7795_02093	D7795_v1_chr	1936935	1937150	-	216	39
D7795_02094	D7795_v1_chr	1937187	1938155	-	969	82
D7795_02095	D7795_v1_chr	1938148	1939491	-	1344	149
D7795_02096	D7795_v1_chr	1939488	1940966	-	1479	328
D7795_02097	D7795_v1_chr	1940963	1941997	-	1035	71
D7795_02098	D7795_v1_chr	1941988	1942623	-	636	0
D7795_02099	D7795_v1_chr	1942660	1943214	-	555	74
D7795_02100	D7795_v1_chr	1943588	1944466	+	879	27
D7795_02101	D7795_v1_chr	1944539	1944850	+	312	80
D7795_02102	D7795_v1_chr	1944915	1945190	-	276	9
D7795_02103	D7795_v1_chr	1945429	1946772	+	1344	319
D7795_02104	D7795_v1_chr	1946802	1948751	-	1950	83
D7795_02105	D7795_v1_chr	1948756	1949799	-	1044	125
D7795_02106	D7795_v1_chr	1949917	1950468	-	552	116
D7795_02107	D7795_v1_chr	1950642	1952498	+	1857	99
D7795_02108	D7795_v1_chr	1952522	1953610	+	1089	90
D7795_02109	D7795_v1_chr	1953637	1954293	+	657	148
D7795_02110	D7795_v1_chr	1954396	1955754	-	1359	125
D7795_02111	D7795_v1_chr	1955890	1956648	-	759	93
D7795_02112	D7795_v1_chr	1956778	1957761	-	984	122
D7795_02113	D7795_v1_chr	1957771	1958718	-	948	250
D7795_02114	D7795_v1_chr	1958723	1959559	-	837	193
D7795_02115	D7795_v1_chr	1959581	1960624	-	1044	330
D7795_02116	D7795_v1_chr	1960635	1962014	-	1380	306
D7795_02117	D7795_v1_chr	1962041	1963117	-	1077	97
D7795_02118	D7795_v1_chr	1963392	1963538	+	147	20
D7795_02119	D7795_v1_chr	1964011	1964289	-	279	22
D7795_02120	D7795_v1_chr	1964331	1964744	-	414	0
D7795_02121	D7795_v1_chr	1965086	1966081	+	996	0
D7795_02122	D7795_v1_chr	1966162	1966410	+	249	5
D7795_02123	D7795_v1_chr	1966410	1967294	+	885	37
D7795_02124	D7795_v1_chr	1967393	1968241	-	849	13
D7795_02125	D7795_v1_chr	1968347	1969543	-	1197	188
D7795_02126	D7795_v1_chr	1969833	1970579	-	747	222
D7795_02127	D7795_v1_chr	1971006	1972940	+	1935	298
D7795_02128	D7795_v1_chr	1973063	1974349	+	1287	261
D7795_02129	D7795_v1_chr	1974989	1976482	+	1494	469
D7795_02130	D7795_v1_chr	1976523	1977050	+	528	314
D7795_02131	D7795_v1_chr	1977047	1977154	-	108	40
D7795_02132	D7795_v1_chr	1977360	1977806	+	447	19
D7795_02133	D7795_v1_chr	1977786	1978580	-	795	11
D7795_02134	D7795_v1_chr	1978681	1979865	+	1185	78
D7795_02135	D7795_v1_chr	1979984	1980331	+	348	50
D7795_02136	D7795_v1_chr	1980317	1980628	-	312	0
D7795_02137	D7795_v1_chr	1980697	1980948	-	252	0
D7795_02138	D7795_v1_chr	1981381	1981629	-	249	27
D7795_02139	D7795_v1_chr	1981637	1981822	-	186	0
D7795_02140	D7795_v1_chr	1981683	1981893	+	211	1
D7795_02141	D7795_v1_chr	1981943	1982584	-	642	25
D7795_02142	D7795_v1_chr	1982814	1982996	-	183	50
D7795_02143	D7795_v1_chr	1982999	1983361	-	363	0
D7795_02144	D7795_v1_chr	1983535	1984173	-	639	182
D7795_02145	D7795_v1_chr	1984370	1984915	-	546	164
D7795_02146	D7795_v1_chr	1984998	1985152	+	155	3
D7795_02147	D7795_v1_chr	1985231	1985479	+	249	5
D7795_02148	D7795_v1_chr	1985733	1986581	-	849	333
D7795_02149	D7795_v1_chr	1986650	1987243	-	594	128
D7795_02150	D7795_v1_chr	1987388	1988176	-	789	409
D7795_02151	D7795_v1_chr	1988245	1988331	-	87	5
D7795_02152	D7795_v1_chr	1988285	1988935	-	651	177
D7795_02153	D7795_v1_chr	1988984	1989034	+	51	0
D7795_02154	D7795_v1_chr	1989044	1989120	-	77	9
D7795_02155	D7795_v1_chr	1989129	1989455	-	327	28
D7795_02156	D7795_v1_chr	1989649	1990782	+	1134	243
D7795_02157	D7795_v1_chr	1990864	1991454	-	591	60
D7795_02158	D7795_v1_chr	1991448	1992245	-	798	1
D7795_02159	D7795_v1_chr	1992239	1993051	-	813	94
D7795_02160	D7795_v1_chr	1993041	1994015	-	975	294
D7795_02161	D7795_v1_chr	1994015	1995649	-	1635	420
D7795_02162	D7795_v1_chr	1996331	1996645	+	315	131
D7795_02163	D7795_v1_chr	1996568	1996679	+	112	1
D7795_02164	D7795_v1_chr	1996651	1996784	-	134	29
D7795_02165	D7795_v1_chr	1996794	1997324	+	531	77
D7795_02166	D7795_v1_chr	1997407	1998450	-	1044	392
D7795_02167	D7795_v1_chr	1998611	1998669	-	59	0
D7795_02168	D7795_v1_chr	1998690	1998790	+	101	23
D7795_02169	D7795_v1_chr	1998789	1999256	-	468	144
D7795_02170	D7795_v1_chr	1999409	1999681	-	273	40
D7795_02171	D7795_v1_chr	1999576	1999749	+	174	9
D7795_02172	D7795_v1_chr	1999881	2000006	-	126	7
D7795_02173	D7795_v1_chr	2000384	2000728	+	345	200
D7795_02174	D7795_v1_chr	2000952	2001035	+	84	13
D7795_02175	D7795_v1_chr	2001483	2001559	-	77	57
D7795_02176	D7795_v1_chr	2001950	2002507	-	558	253
D7795_02177	D7795_v1_chr	2002545	2002619	-	75	1
D7795_02178	D7795_v1_chr	2002713	2002801	-	89	0
D7795_02179	D7795_v1_chr	2003319	2003582	+	264	7
D7795_02180	D7795_v1_chr	2003714	2003926	+	213	166
D7795_02181	D7795_v1_chr	2004342	2004863	+	522	241
D7795_02182	D7795_v1_chr	2005054	2005293	+	240	132
D7795_02183	D7795_v1_chr	2005327	2005614	-	288	120
D7795_02184	D7795_v1_chr	2005783	2006463	+	681	0
D7795_02185	D7795_v1_chr	2006893	2007099	+	207	0
D7795_02186	D7795_v1_chr	2007287	2007436	-	150	9
D7795_02187	D7795_v1_chr	2007554	2008678	-	1125	43
D7795_02188	D7795_v1_chr	2008937	2009106	+	170	37
D7795_02189	D7795_v1_chr	2009139	2010389	-	1251	0
D7795_02190	D7795_v1_chr	2010489	2011226	+	738	178
D7795_02191	D7795_v1_chr	2011223	2011552	+	330	114
D7795_02192	D7795_v1_chr	2011564	2012025	+	462	276
D7795_02193	D7795_v1_chr	2012079	2013185	+	1107	0
D7795_02194	D7795_v1_chr	2013272	2013913	+	642	56
D7795_02195	D7795_v1_chr	2013917	2015287	+	1371	0
D7795_02196	D7795_v1_chr	2015411	2016085	+	675	11
D7795_02197	D7795_v1_chr	2016085	2017548	+	1464	11
D7795_02198	D7795_v1_chr	2017629	2018750	+	1122	350
D7795_02199	D7795_v1_chr	2018790	2020124	-	1335	404
D7795_02200	D7795_v1_chr	2020128	2021357	-	1230	142
D7795_02201	D7795_v1_chr	2021608	2022744	+	1137	253
D7795_02202	D7795_v1_chr	2022728	2023591	+	864	245
D7795_02203	D7795_v1_chr	2023920	2024930	+	1011	65
D7795_02204	D7795_v1_chr	2025159	2025230	+	72	0
D7795_02205	D7795_v1_chr	2025246	2026025	+	780	240
D7795_02206	D7795_v1_chr	2026050	2027096	+	1047	40
D7795_02207	D7795_v1_chr	2027178	2027999	-	822	9
D7795_02208	D7795_v1_chr	2028018	2028929	-	912	42
D7795_02209	D7795_v1_chr	2028958	2030202	-	1245	0
D7795_02210	D7795_v1_chr	2030202	2030903	-	702	0
D7795_02211	D7795_v1_chr	2030896	2032095	-	1200	0
D7795_02212	D7795_v1_chr	2032433	2035879	+	3447	312
D7795_02213	D7795_v1_chr	2035839	2035920	+	82	8
D7795_02214	D7795_v1_chr	2036027	2036992	+	966	200
D7795_02215	D7795_v1_chr	2037089	2037346	-	258	0
D7795_02216	D7795_v1_chr	2037588	2038223	+	636	113
D7795_02217	D7795_v1_chr	2038242	2038317	-	76	0
D7795_02218	D7795_v1_chr	2038289	2038355	+	67	0
D7795_02219	D7795_v1_chr	2038297	2038836	-	540	85
D7795_02220	D7795_v1_chr	2039015	2040319	-	1305	35
D7795_02221	D7795_v1_chr	2040574	2041116	-	543	22
D7795_02222	D7795_v1_chr	2041141	2042166	-	1026	49
D7795_02223	D7795_v1_chr	2042177	2043001	-	825	23
D7795_02224	D7795_v1_chr	2042982	2043620	-	639	1
D7795_02225	D7795_v1_chr	2043634	2044008	-	375	113
D7795_02226	D7795_v1_chr	2044011	2044388	-	378	200
D7795_02227	D7795_v1_chr	2044712	2046886	+	2175	618
D7795_02228	D7795_v1_chr	2046971	2048404	-	1434	624
D7795_02229	D7795_v1_chr	2048552	2048619	-	68	0
D7795_02230	D7795_v1_chr	2048699	2049496	-	798	57
D7795_02231	D7795_v1_chr	2049507	2050511	-	1005	21
D7795_02232	D7795_v1_chr	2050508	2051149	-	642	0
D7795_02233	D7795_v1_chr	2051139	2052161	-	1023	228
D7795_02234	D7795_v1_chr	2052164	2052973	-	810	69
D7795_02235	D7795_v1_chr	2053097	2054338	-	1242	32
D7795_02236	D7795_v1_chr	2054424	2054660	-	237	0
D7795_02237	D7795_v1_chr	2054816	2055550	-	735	0
D7795_02238	D7795_v1_chr	2055563	2056492	-	930	0
D7795_02239	D7795_v1_chr	2056508	2057461	-	954	0
D7795_02240	D7795_v1_chr	2057541	2058590	-	1050	135
D7795_02241	D7795_v1_chr	2058754	2058927	-	174	1
D7795_02242	D7795_v1_chr	2058979	2059500	-	522	40
D7795_02243	D7795_v1_chr	2059537	2059645	-	109	0
D7795_02244	D7795_v1_chr	2059698	2060282	+	585	83
D7795_02245	D7795_v1_chr	2060353	2060577	-	225	26
D7795_02246	D7795_v1_chr	2060716	2060763	-	48	53
D7795_02247	D7795_v1_chr	2060780	2061541	-	762	213
D7795_02248	D7795_v1_chr	2061679	2062722	-	1044	82
D7795_02249	D7795_v1_chr	2062828	2063076	-	249	0
D7795_02250	D7795_v1_chr	2063212	2066418	+	3207	64
D7795_02251	D7795_v1_chr	2066588	2066660	-	73	0
D7795_02252	D7795_v1_chr	2066665	2067618	-	954	140
D7795_02253	D7795_v1_chr	2067633	2069294	-	1662	249
D7795_02254	D7795_v1_chr	2069359	2070309	-	951	163
D7795_02255	D7795_v1_chr	2070309	2071406	-	1098	155
D7795_02256	D7795_v1_chr	2071418	2072083	-	666	34
D7795_02257	D7795_v1_chr	2072171	2072953	-	783	71
D7795_02258	D7795_v1_chr	2072967	2073722	-	756	514
D7795_02259	D7795_v1_chr	2073743	2074954	-	1212	303
D7795_02260	D7795_v1_chr	2074981	2075679	-	699	1
D7795_02261	D7795_v1_chr	2075691	2076095	-	405	8
D7795_02262	D7795_v1_chr	2076099	2076515	-	417	151
D7795_02263	D7795_v1_chr	2076672	2077331	+	660	206
D7795_02264	D7795_v1_chr	2077423	2077716	+	294	5
D7795_02265	D7795_v1_chr	2077721	2078143	+	423	99
D7795_02266	D7795_v1_chr	2078225	2079799	-	1575	0
D7795_02267	D7795_v1_chr	2080064	2080987	-	924	484
D7795_02268	D7795_v1_chr	2080989	2081636	-	648	417
D7795_02269	D7795_v1_chr	2081672	2082256	-	585	220
D7795_02270	D7795_v1_chr	2082493	2083701	+	1209	240
D7795_02271	D7795_v1_chr	2083765	2084412	+	648	321
D7795_02272	D7795_v1_chr	2084537	2085097	+	561	92
D7795_02273	D7795_v1_chr	2085202	2086248	+	1047	12
D7795_02274	D7795_v1_chr	2086322	2086567	+	246	76
D7795_02275	D7795_v1_chr	2086857	2087111	+	255	99
D7795_02276	D7795_v1_chr	2087224	2088342	+	1119	381
D7795_02277	D7795_v1_chr	2088383	2088496	+	114	27
D7795_02278	D7795_v1_chr	2088759	2089331	+	573	82
D7795_02279	D7795_v1_chr	2089328	2089903	+	576	144
D7795_02280	D7795_v1_chr	2089955	2091007	-	1053	45
D7795_02281	D7795_v1_chr	2091227	2092147	+	921	0
D7795_02282	D7795_v1_chr	2092152	2092258	-	107	0
D7795_02283	D7795_v1_chr	2092302	2093516	+	1215	77
D7795_02284	D7795_v1_chr	2093598	2093972	+	375	0
D7795_02285	D7795_v1_chr	2093973	2094200	-	228	0
D7795_02286	D7795_v1_chr	2094274	2096817	-	2544	771
D7795_02287	D7795_v1_chr	2096810	2098363	-	1554	340
D7795_02288	D7795_v1_chr	2098617	2099771	+	1155	821
D7795_02289	D7795_v1_chr	2099788	2101272	-	1485	267
