# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/P125109_v3_2018.ess_90.gff" "-o" "P125109_output_MAC.ess.fc.tsv" "P125109_output_MAC.ess.bam" 
Geneid	Chr	Start	End	Strand	Length	P125109_output_MAC.ess.bam
P125109_01577	P125109_v1_chr	1482084	1482267	-	184	2
P125109_01578	P125109_v1_chr	1482368	1482673	+	306	15
P125109_01579	P125109_v1_chr	1482799	1483190	-	392	25
P125109_01580	P125109_v1_chr	1483535	1483633	+	99	0
P125109_01581	P125109_v1_chr	1484024	1487196	-	3173	42
P125109_01582	P125109_v1_chr	1487287	1487556	-	270	1
P125109_01583	P125109_v1_chr	1487472	1487712	+	241	0
P125109_01584	P125109_v1_chr	1487823	1488192	-	370	7
P125109_01585	P125109_v1_chr	1488402	1489292	-	891	20
P125109_01586	P125109_v1_chr	1489532	1491905	+	2374	36
P125109_01587	P125109_v1_chr	1492168	1492340	+	173	5
P125109_01588	P125109_v1_chr	1492367	1492658	+	292	17
P125109_01589	P125109_v1_chr	1492833	1493237	+	405	10
P125109_01590	P125109_v1_chr	1493339	1493884	-	546	2
P125109_01591	P125109_v1_chr	1494067	1497595	+	3529	16
P125109_01592	P125109_v1_chr	1498051	1498771	+	721	9
P125109_01593	P125109_v1_chr	1498968	1499445	+	478	12
P125109_01594	P125109_v1_chr	1499589	1499648	-	60	2
P125109_01595	P125109_v1_chr	1499835	1500431	-	597	20
P125109_01596	P125109_v1_chr	1500799	1500885	+	87	0
P125109_01597	P125109_v1_chr	1500954	1501485	-	532	1
P125109_01598	P125109_v1_chr	1501608	1502444	-	837	50
P125109_01599	P125109_v1_chr	1502649	1503261	-	613	2
P125109_01600	P125109_v1_chr	1503331	1503989	-	659	12
P125109_01601	P125109_v1_chr	1504077	1504646	-	570	0
P125109_01602	P125109_v1_chr	1504744	1505429	-	686	0
P125109_01603	P125109_v1_chr	1505559	1505680	-	122	1
P125109_01604	P125109_v1_chr	1506337	1506647	+	311	12
P125109_01605	P125109_v1_chr	1506924	1508028	-	1105	7
P125109_01606	P125109_v1_chr	1508454	1509099	+	646	0
P125109_01607	P125109_v1_chr	1509339	1509700	-	362	11
P125109_01608	P125109_v1_chr	1509335	1509448	+	114	0
P125109_01609	P125109_v1_chr	1510223	1510471	+	249	8
P125109_01610	P125109_v1_chr	1510530	1511537	+	1008	16
P125109_01611	P125109_v1_chr	1511817	1513280	+	1464	12
P125109_01612	P125109_v1_chr	1513595	1514426	-	832	9
P125109_01613	P125109_v1_chr	1514719	1515928	+	1210	17
P125109_01614	P125109_v1_chr	1516111	1517469	+	1359	21
P125109_01615	P125109_v1_chr	1517875	1519332	+	1458	11
P125109_01616	P125109_v1_chr	1519699	1520209	+	511	5
P125109_01617	P125109_v1_chr	1520515	1521162	-	648	12
P125109_01618	P125109_v1_chr	1521364	1522365	-	1002	20
P125109_01619	P125109_v1_chr	1522449	1523674	-	1226	44
P125109_01620	P125109_v1_chr	1523834	1524525	-	692	4
P125109_01621	P125109_v1_chr	1524863	1525991	+	1129	11
P125109_01622	P125109_v1_chr	1526300	1526694	-	395	4
P125109_01623	P125109_v1_chr	1526773	1527485	-	713	12
P125109_01624	P125109_v1_chr	1527564	1528133	-	570	8
P125109_01625	P125109_v1_chr	1528188	1528582	-	395	9
P125109_01626	P125109_v1_chr	1528623	1528706	+	84	0
P125109_01627	P125109_v1_chr	1528794	1529520	-	727	11
P125109_01628	P125109_v1_chr	1529665	1530847	-	1183	8
P125109_01629	P125109_v1_chr	1530886	1531139	-	254	4
P125109_01630	P125109_v1_chr	1531247	1532254	-	1008	19
P125109_01631	P125109_v1_chr	1532471	1532956	+	486	12
P125109_01632	P125109_v1_chr	1533105	1533987	-	883	5
P125109_01633	P125109_v1_chr	1534094	1535006	+	913	15
P125109_01634	P125109_v1_chr	1535094	1535631	+	538	27
P125109_01635	P125109_v1_chr	1535846	1536448	+	603	6
P125109_01636	P125109_v1_chr	1536685	1537746	-	1062	16
P125109_01637	P125109_v1_chr	1537839	1538322	+	484	9
P125109_01638	P125109_v1_chr	1538454	1540222	+	1769	19
P125109_01639	P125109_v1_chr	1540442	1540649	-	208	3
P125109_01640	P125109_v1_chr	1541014	1541834	-	821	2
P125109_01641	P125109_v1_chr	1542410	1542769	+	360	5
P125109_01642	P125109_v1_chr	1542841	1543048	+	208	7
P125109_01643	P125109_v1_chr	1543122	1543189	-	68	0
P125109_01644	P125109_v1_chr	1543330	1544023	+	694	20
P125109_01645	P125109_v1_chr	1544236	1545518	+	1283	5
P125109_01646	P125109_v1_chr	1545796	1547078	+	1283	13
P125109_01647	P125109_v1_chr	1547268	1547442	-	175	0
P125109_01648	P125109_v1_chr	1547619	1547775	+	157	2
P125109_01649	P125109_v1_chr	1548051	1549981	-	1931	18
P125109_01650	P125109_v1_chr	1550276	1552959	-	2684	16
P125109_01651	P125109_v1_chr	1553096	1554289	-	1194	18
P125109_01652	P125109_v1_chr	1554513	1554723	+	211	1
P125109_01653	P125109_v1_chr	1554796	1555200	-	405	1
P125109_01654	P125109_v1_chr	1555251	1555715	-	465	9
P125109_01655	P125109_v1_chr	1555927	1556861	+	935	9
P125109_01656	P125109_v1_chr	1557298	1557897	+	600	38
P125109_01657	P125109_v1_chr	1558234	1560169	-	1936	25
P125109_01658	P125109_v1_chr	1560388	1561343	+	956	9
P125109_01659	P125109_v1_chr	1561594	1561793	+	200	3
P125109_01660	P125109_v1_chr	1562041	1563385	-	1345	11
P125109_01661	P125109_v1_chr	1563898	1564467	+	570	18
P125109_01662	P125109_v1_chr	1564813	1565574	+	762	15
P125109_01663	P125109_v1_chr	1565783	1566587	-	805	4
P125109_01664	P125109_v1_chr	1566761	1567373	-	613	9
P125109_01665	P125109_v1_chr	1567439	1568065	-	627	11
P125109_01666	P125109_v1_chr	1568219	1569609	-	1391	14
P125109_01667	P125109_v1_chr	1569980	1573346	-	3367	35
P125109_01668	P125109_v1_chr	1573576	1574826	-	1251	16
P125109_01669	P125109_v1_chr	1575098	1575619	-	522	13
P125109_01670	P125109_v1_chr	1575737	1577076	+	1340	8
P125109_01671	P125109_v1_chr	1577293	1577689	-	397	8
P125109_01672	P125109_v1_chr	1577881	1578861	-	981	13
P125109_01673	P125109_v1_chr	1579472	1580265	-	794	50
P125109_01674	P125109_v1_chr	1580543	1583286	+	2744	31
P125109_01675	P125109_v1_chr	1583604	1584400	+	797	13
P125109_01676	P125109_v1_chr	1584481	1585072	+	592	8
P125109_01677	P125109_v1_chr	1584973	1585140	+	168	0
P125109_01678	P125109_v1_chr	1585329	1586238	-	910	6
P125109_01679	P125109_v1_chr	1586689	1588217	-	1529	24
P125109_01680	P125109_v1_chr	1588408	1588537	-	130	4
P125109_01681	P125109_v1_chr	1588653	1588847	-	195	20
P125109_01682	P125109_v1_chr	1589360	1589748	+	389	15
P125109_01683	P125109_v1_chr	1590141	1590437	+	297	15
P125109_01684	P125109_v1_chr	1590613	1591320	+	708	11
P125109_01685	P125109_v1_chr	1591527	1593133	+	1607	10
P125109_01686	P125109_v1_chr	1593308	1595584	+	2277	16
P125109_01687	P125109_v1_chr	1595893	1597761	+	1869	26
P125109_01688	P125109_v1_chr	1598201	1599283	-	1083	4
P125109_01689	P125109_v1_chr	1599441	1600747	-	1307	12
P125109_01690	P125109_v1_chr	1600989	1601871	-	883	11
P125109_01691	P125109_v1_chr	1602129	1602382	+	254	3
P125109_01692	P125109_v1_chr	1602197	1602439	+	243	1
P125109_01693	P125109_v1_chr	1602732	1603031	-	300	1
P125109_01694	P125109_v1_chr	1603076	1603197	+	122	2
P125109_01695	P125109_v1_chr	1603259	1603499	+	241	5
P125109_01696	P125109_v1_chr	1603690	1604656	-	967	15
P125109_01697	P125109_v1_chr	1604897	1605337	-	441	3
P125109_01698	P125109_v1_chr	1605382	1606740	+	1359	7
P125109_01699	P125109_v1_chr	1606880	1607997	+	1118	25
P125109_01700	P125109_v1_chr	1608257	1609598	+	1342	7
P125109_01701	P125109_v1_chr	1609924	1611082	+	1159	31
P125109_01702	P125109_v1_chr	1611185	1612108	+	924	37
P125109_01703	P125109_v1_chr	1612336	1612940	-	605	11
P125109_01704	P125109_v1_chr	1613214	1614194	-	981	31
P125109_01705	P125109_v1_chr	1614625	1615618	+	994	9
P125109_01706	P125109_v1_chr	1615731	1617353	+	1623	19
P125109_01707	P125109_v1_chr	1617553	1618160	+	608	9
P125109_01708	P125109_v1_chr	1618233	1618781	+	549	3
P125109_01709	P125109_v1_chr	1618841	1619110	+	270	7
P125109_01710	P125109_v1_chr	1619137	1619506	+	370	4
P125109_01711	P125109_v1_chr	1619565	1620520	+	956	16
P125109_01712	P125109_v1_chr	1620614	1621413	+	800	5
P125109_01713	P125109_v1_chr	1621514	1621821	+	308	3
P125109_01714	P125109_v1_chr	1621896	1622050	-	155	3
P125109_01715	P125109_v1_chr	1622107	1623114	-	1008	31
P125109_01716	P125109_v1_chr	1623846	1624321	+	476	12
P125109_01717	P125109_v1_chr	1624523	1625376	-	854	4
P125109_01718	P125109_v1_chr	1625634	1625957	-	324	0
P125109_01719	P125109_v1_chr	1626049	1626883	-	835	8
P125109_01720	P125109_v1_chr	1627094	1628344	-	1251	5
P125109_01721	P125109_v1_chr	1628447	1629232	+	786	4
P125109_01722	P125109_v1_chr	1629435	1630506	+	1072	11
P125109_01723	P125109_v1_chr	1630738	1631337	-	600	2
P125109_01724	P125109_v1_chr	1631596	1631987	+	392	9
P125109_01725	P125109_v1_chr	1632050	1632395	+	346	1
P125109_01726	P125109_v1_chr	1632468	1632656	+	189	3
P125109_01727	P125109_v1_chr	1632643	1632705	+	63	0
P125109_01728	P125109_v1_chr	1632886	1633698	-	813	5
P125109_01729	P125109_v1_chr	1633926	1634995	+	1070	16
P125109_01730	P125109_v1_chr	1635361	1635447	+	87	0
P125109_01731	P125109_v1_chr	1635545	1635634	-	90	0
P125109_01732	P125109_v1_chr	1635843	1636196	-	354	7
P125109_01733	P125109_v1_chr	1636624	1637099	+	476	31
P125109_01734	P125109_v1_chr	1637305	1637469	-	165	6
P125109_01735	P125109_v1_chr	1638017	1639855	-	1839	15
P125109_01736	P125109_v1_chr	1639994	1640666	+	673	14
P125109_01737	P125109_v1_chr	1640870	1641488	+	619	3
P125109_01738	P125109_v1_chr	1641738	1641921	+	184	0
P125109_01739	P125109_v1_chr	1642154	1643474	-	1321	20
P125109_01740	P125109_v1_chr	1643756	1644997	-	1242	32
P125109_01741	P125109_v1_chr	1645153	1646070	-	918	14
P125109_01742	P125109_v1_chr	1646202	1647295	-	1094	10
P125109_01743	P125109_v1_chr	1647450	1647752	-	303	3
P125109_01744	P125109_v1_chr	1647895	1648202	+	308	5
P125109_01745	P125109_v1_chr	1648272	1648776	+	505	0
P125109_01746	P125109_v1_chr	1648945	1649592	-	648	6
P125109_01747	P125109_v1_chr	1649690	1649965	+	276	0
P125109_01748	P125109_v1_chr	1650152	1652347	+	2196	13
P125109_01749	P125109_v1_chr	1652716	1654884	+	2169	16
P125109_01750	P125109_v1_chr	1655135	1655691	+	557	6
P125109_01751	P125109_v1_chr	1655754	1656526	+	773	17
P125109_01752	P125109_v1_chr	1656654	1657207	+	554	0
P125109_01753	P125109_v1_chr	1657573	1658212	+	640	2
P125109_01754	P125109_v1_chr	1658312	1659124	+	813	7
P125109_01755	P125109_v1_chr	1659224	1659807	+	584	5
P125109_01756	P125109_v1_chr	1659871	1660905	+	1035	10
P125109_01757	P125109_v1_chr	1661191	1662319	+	1129	7
P125109_01758	P125109_v1_chr	1662469	1663095	-	627	6
P125109_01759	P125109_v1_chr	1663343	1664441	-	1099	6
P125109_01760	P125109_v1_chr	1664659	1665468	-	810	4
P125109_01761	P125109_v1_chr	1665588	1666716	+	1129	9
P125109_01762	P125109_v1_chr	1666875	1667109	-	235	2
P125109_01763	P125109_v1_chr	1667236	1667460	+	225	1
P125109_01764	P125109_v1_chr	1667753	1668492	+	740	5
P125109_01765	P125109_v1_chr	1668647	1668943	-	297	5
P125109_01766	P125109_v1_chr	1668966	1669292	-	327	9
P125109_01767	P125109_v1_chr	1669710	1670641	+	932	13
P125109_01768	P125109_v1_chr	1671057	1672307	-	1251	12
P125109_01769	P125109_v1_chr	1672471	1673847	-	1377	14
P125109_01770	P125109_v1_chr	1674374	1675224	+	851	11
P125109_01771	P125109_v1_chr	1675617	1676861	+	1245	15
P125109_01772	P125109_v1_chr	1677094	1677396	-	303	8
P125109_01773	P125109_v1_chr	1677523	1678181	+	659	17
P125109_01774	P125109_v1_chr	1678734	1679770	+	1037	61
P125109_01775	P125109_v1_chr	1679818	1679921	+	104	12
P125109_01776	P125109_v1_chr	1680044	1681574	+	1531	20
P125109_01777	P125109_v1_chr	1681855	1683026	+	1172	10
P125109_01778	P125109_v1_chr	1683232	1684068	+	837	8
P125109_01779	P125109_v1_chr	1684298	1685561	-	1264	5
P125109_01780	P125109_v1_chr	1685893	1687375	-	1483	17
P125109_01781	P125109_v1_chr	1687575	1688633	+	1059	6
P125109_01782	P125109_v1_chr	1688853	1690211	+	1359	2
P125109_01783	P125109_v1_chr	1690464	1690677	+	214	5
P125109_01784	P125109_v1_chr	1690761	1690833	+	73	0
P125109_01785	P125109_v1_chr	1690916	1691018	-	103	1
P125109_01786	P125109_v1_chr	1691067	1691968	+	902	1
P125109_01787	P125109_v1_chr	1692247	1693183	-	937	2
P125109_01788	P125109_v1_chr	1693391	1693504	+	114	2
P125109_01789	P125109_v1_chr	1693814	1694008	+	195	2
P125109_01790	P125109_v1_chr	1694118	1694514	+	397	11
P125109_01791	P125109_v1_chr	1694635	1695158	+	524	3
P125109_01792	P125109_v1_chr	1695216	1695737	+	522	3
P125109_01793	P125109_v1_chr	1695787	1697690	+	1904	10
P125109_01794	P125109_v1_chr	1697902	1698855	+	954	5
P125109_01795	P125109_v1_chr	1698964	1699522	+	559	4
P125109_01796	P125109_v1_chr	1699587	1700210	+	624	5
P125109_01797	P125109_v1_chr	1700279	1700851	+	573	6
P125109_01798	P125109_v1_chr	1701515	1702870	+	1356	16
P125109_01799	P125109_v1_chr	1703125	1703670	+	546	3
P125109_01800	P125109_v1_chr	1703875	1704649	-	775	16
P125109_01801	P125109_v1_chr	1704836	1705983	-	1148	2
P125109_01802	P125109_v1_chr	1706175	1706766	-	592	4
P125109_01803	P125109_v1_chr	1706861	1707187	-	327	6
P125109_01804	P125109_v1_chr	1707354	1708363	-	1010	22
P125109_01805	P125109_v1_chr	1708635	1709056	+	422	7
P125109_01806	P125109_v1_chr	1709193	1709584	-	392	5
P125109_01807	P125109_v1_chr	1709785	1709998	+	214	6
P125109_01808	P125109_v1_chr	1710024	1710798	+	775	8
P125109_01809	P125109_v1_chr	1710884	1712719	+	1836	17
P125109_01810	P125109_v1_chr	1712951	1713420	-	470	4
P125109_01811	P125109_v1_chr	1713589	1714396	-	808	6
P125109_01812	P125109_v1_chr	1714471	1714686	-	216	5
P125109_01813	P125109_v1_chr	1714789	1715328	+	540	2
P125109_01814	P125109_v1_chr	1715447	1716435	+	989	16
P125109_01815	P125109_v1_chr	1716613	1716980	+	368	2
P125109_01816	P125109_v1_chr	1717121	1717704	+	584	3
P125109_01817	P125109_v1_chr	1717880	1718193	-	314	3
P125109_01818	P125109_v1_chr	1718529	1719268	+	740	4
P125109_01819	P125109_v1_chr	1719477	1720000	+	524	3
P125109_01820	P125109_v1_chr	1720150	1720230	-	81	0
P125109_01821	P125109_v1_chr	1720526	1721449	+	924	11
P125109_01822	P125109_v1_chr	1721453	1721538	+	86	0
P125109_01823	P125109_v1_chr	1721641	1722480	-	840	1
P125109_01824	P125109_v1_chr	1722593	1723678	+	1086	7
P125109_01825	P125109_v1_chr	1724088	1725122	+	1035	22
P125109_01826	P125109_v1_chr	1725342	1725919	-	578	2
P125109_01827	P125109_v1_chr	1726136	1727372	+	1237	16
P125109_01828	P125109_v1_chr	1727661	1727730	+	70	1
P125109_01829	P125109_v1_chr	1727748	1727817	+	70	4
P125109_01830	P125109_v1_chr	1728087	1729040	-	954	4
P125109_01831	P125109_v1_chr	1729115	1729816	-	702	1
P125109_01832	P125109_v1_chr	1729843	1730083	-	241	0
P125109_01833	P125109_v1_chr	1730144	1730727	-	584	2
P125109_01834	P125109_v1_chr	1730891	1731763	-	873	59
P125109_01835	P125109_v1_chr	1731781	1732118	-	338	24
P125109_01836	P125109_v1_chr	1732136	1732476	-	341	9
P125109_01837	P125109_v1_chr	1732609	1733780	-	1172	31
P125109_01838	P125109_v1_chr	1733974	1735815	-	1842	62
P125109_01839	P125109_v1_chr	1735836	1736168	-	333	7
P125109_01840	P125109_v1_chr	1736325	1737218	-	894	21
P125109_01841	P125109_v1_chr	1737275	1737882	-	608	10
P125109_01842	P125109_v1_chr	1737533	1737598	+	66	0
P125109_01843	P125109_v1_chr	1737904	1738130	-	227	6
P125109_01844	P125109_v1_chr	1738509	1739092	-	584	0
P125109_01845	P125109_v1_chr	1739217	1739454	-	238	1
P125109_01846	P125109_v1_chr	1739480	1739741	-	262	0
P125109_01847	P125109_v1_chr	1739740	1739934	-	195	8
P125109_01848	P125109_v1_chr	1740097	1740717	-	621	27
P125109_01849	P125109_v1_chr	1740792	1741496	-	705	22
P125109_01850	P125109_v1_chr	1741554	1741940	-	387	6
P125109_01851	P125109_v1_chr	1742039	1742414	-	376	8
P125109_01852	P125109_v1_chr	1742475	1743004	-	530	31
P125109_01853	P125109_v1_chr	1743165	1744474	-	1310	23
P125109_01854	P125109_v1_chr	1744524	1744950	-	427	5
P125109_01855	P125109_v1_chr	1745006	1745537	-	532	7
P125109_01856	P125109_v1_chr	1745576	1745867	-	292	7
P125109_01857	P125109_v1_chr	1746097	1746315	-	219	0
P125109_01858	P125109_v1_chr	1746444	1747534	-	1091	11
P125109_01859	P125109_v1_chr	1747664	1749008	-	1345	21
P125109_01860	P125109_v1_chr	1749048	1749393	-	346	3
P125109_01861	P125109_v1_chr	1749812	1752298	+	2487	20
P125109_01862	P125109_v1_chr	1752605	1753180	+	576	26
P125109_01863	P125109_v1_chr	1753422	1754078	+	657	15
P125109_01864	P125109_v1_chr	1754322	1755185	+	864	5
P125109_01865	P125109_v1_chr	1755424	1755615	-	192	2
P125109_01866	P125109_v1_chr	1755775	1756333	-	559	4
P125109_01867	P125109_v1_chr	1756485	1758086	-	1602	15
P125109_01868	P125109_v1_chr	1758268	1758929	+	662	3
P125109_01869	P125109_v1_chr	1759003	1759923	+	921	10
P125109_01870	P125109_v1_chr	1760018	1762774	+	2757	21
P125109_01871	P125109_v1_chr	1763403	1764507	+	1105	30
P125109_01872	P125109_v1_chr	1764641	1765305	+	665	6
P125109_01873	P125109_v1_chr	1765437	1766241	+	805	33
P125109_01874	P125109_v1_chr	1766352	1767561	+	1210	34
P125109_01875	P125109_v1_chr	1767895	1768070	+	176	0
P125109_01876	P125109_v1_chr	1768097	1769368	+	1272	14
P125109_01877	P125109_v1_chr	1769820	1770033	+	214	0
P125109_01878	P125109_v1_chr	1770139	1770357	+	219	1
P125109_01879	P125109_v1_chr	1770226	1770420	-	195	0
P125109_01880	P125109_v1_chr	1770547	1771448	-	902	19
P125109_01881	P125109_v1_chr	1771644	1772019	-	376	6
P125109_01882	P125109_v1_chr	1772154	1773252	-	1099	10
P125109_01883	P125109_v1_chr	1773376	1774520	-	1145	19
P125109_01884	P125109_v1_chr	1774569	1775241	-	673	13
P125109_01885	P125109_v1_chr	1775406	1776745	-	1340	16
P125109_01886	P125109_v1_chr	1776790	1777122	-	333	3
P125109_01887	P125109_v1_chr	1777549	1778761	+	1213	54
P125109_01888	P125109_v1_chr	1778927	1779011	-	85	0
P125109_01889	P125109_v1_chr	1779201	1779371	-	171	2
P125109_01890	P125109_v1_chr	1779511	1779880	-	370	6
P125109_01891	P125109_v1_chr	1780182	1782933	-	2752	27
P125109_01892	P125109_v1_chr	1783198	1784205	+	1008	12
P125109_01893	P125109_v1_chr	1784499	1784597	+	99	7
P125109_01894	P125109_v1_chr	1784774	1785097	+	324	11
P125109_01895	P125109_v1_chr	1785274	1786364	+	1091	44
P125109_01896	P125109_v1_chr	1786849	1787961	+	1113	24
P125109_01897	P125109_v1_chr	1788151	1788931	+	781	24
P125109_01898	P125109_v1_chr	1789062	1789745	+	684	7
P125109_01899	P125109_v1_chr	1789974	1791410	+	1437	26
P125109_01900	P125109_v1_chr	1791583	1792619	+	1037	29
P125109_01901	P125109_v1_chr	1792899	1793700	-	802	11
P125109_01902	P125109_v1_chr	1794163	1794851	+	689	14
P125109_01903	P125109_v1_chr	1794949	1795791	+	843	2
P125109_01904	P125109_v1_chr	1795941	1797099	+	1159	16
P125109_01905	P125109_v1_chr	1797224	1797488	+	265	1
P125109_01906	P125109_v1_chr	1797755	1799231	+	1477	21
P125109_01907	P125109_v1_chr	1799674	1801815	-	2142	35
P125109_01908	P125109_v1_chr	1802152	1802902	+	751	7
P125109_01909	P125109_v1_chr	1803141	1804083	+	943	9
P125109_01910	P125109_v1_chr	1804344	1804516	+	173	2
P125109_01911	P125109_v1_chr	1804714	1806012	-	1299	5
P125109_01912	P125109_v1_chr	1806145	1806787	-	643	21
P125109_01913	P125109_v1_chr	1807147	1807565	-	419	22
P125109_01914	P125109_v1_chr	1807717	1808391	-	675	4
P125109_01915	P125109_v1_chr	1808446	1808942	-	497	0
P125109_01916	P125109_v1_chr	1809132	1810014	-	883	15
P125109_01917	P125109_v1_chr	1810083	1810167	-	85	0
P125109_01918	P125109_v1_chr	1810247	1810516	-	270	3
P125109_01919	P125109_v1_chr	1810759	1812908	-	2150	3
P125109_01920	P125109_v1_chr	1813022	1813907	-	886	2
P125109_01921	P125109_v1_chr	1814244	1814565	-	322	0
P125109_01922	P125109_v1_chr	1814635	1814813	-	179	0
P125109_01923	P125109_v1_chr	1814952	1815343	-	392	1
P125109_01924	P125109_v1_chr	1815647	1817383	-	1737	4
P125109_01925	P125109_v1_chr	1818150	1818276	+	127	3
P125109_01926	P125109_v1_chr	1818281	1819382	+	1102	16
P125109_01927	P125109_v1_chr	1819831	1820016	-	186	3
P125109_01928	P125109_v1_chr	1820274	1821043	-	770	40
P125109_01929	P125109_v1_chr	1821129	1821353	-	225	3
P125109_01930	P125109_v1_chr	1821496	1822359	+	864	31
P125109_01931	P125109_v1_chr	1822429	1822494	+	66	8
P125109_01932	P125109_v1_chr	1822471	1822580	-	110	4
P125109_01933	P125109_v1_chr	1822579	1823262	-	684	37
P125109_01934	P125109_v1_chr	1823551	1824390	+	840	13
P125109_01935	P125109_v1_chr	1824579	1824840	+	262	6
P125109_01936	P125109_v1_chr	1824976	1825750	+	775	2
P125109_01937	P125109_v1_chr	1825932	1826415	-	484	2
P125109_01938	P125109_v1_chr	1826564	1827166	+	603	5
P125109_01939	P125109_v1_chr	1827242	1827392	+	151	0
P125109_01940	P125109_v1_chr	1827370	1827909	+	540	6
P125109_01941	P125109_v1_chr	1828106	1829358	+	1253	22
P125109_01942	P125109_v1_chr	1829624	1829842	-	219	6
P125109_01943	P125109_v1_chr	1830207	1832234	+	2028	29
P125109_01944	P125109_v1_chr	1832479	1832594	-	116	0
P125109_01945	P125109_v1_chr	1832578	1833261	-	684	8
P125109_01946	P125109_v1_chr	1833409	1834629	-	1221	34
P125109_01947	P125109_v1_chr	1834838	1835593	-	756	28
P125109_01948	P125109_v1_chr	1835641	1835954	-	314	7
P125109_01949	P125109_v1_chr	1836140	1837363	-	1224	32
P125109_01950	P125109_v1_chr	1837478	1837766	-	289	29
P125109_01951	P125109_v1_chr	1838101	1838408	-	308	5
P125109_01952	P125109_v1_chr	1838627	1839372	+	746	2
P125109_01953	P125109_v1_chr	1839575	1840368	+	794	18
P125109_01954	P125109_v1_chr	1840464	1840543	-	80	8
P125109_01955	P125109_v1_chr	1840579	1841016	-	438	13
P125109_01956	P125109_v1_chr	1841121	1841315	-	195	2
P125109_01957	P125109_v1_chr	1841448	1842320	-	873	10
P125109_01958	P125109_v1_chr	1842447	1843656	-	1210	8
P125109_01959	P125109_v1_chr	1843800	1845131	-	1332	10
P125109_01960	P125109_v1_chr	1845231	1846162	-	932	6
P125109_01961	P125109_v1_chr	1846275	1847379	-	1105	11
P125109_01962	P125109_v1_chr	1847753	1848544	+	792	12
P125109_01963	P125109_v1_chr	1848704	1849079	+	376	5
P125109_01964	P125109_v1_chr	1849107	1849355	-	249	6
P125109_01965	P125109_v1_chr	1849594	1850803	+	1210	11
P125109_01966	P125109_v1_chr	1851162	1852916	-	1755	19
P125109_01967	P125109_v1_chr	1853025	1853964	-	940	13
P125109_01968	P125109_v1_chr	1854137	1854633	-	497	7
P125109_01969	P125109_v1_chr	1854807	1856478	+	1672	19
P125109_01970	P125109_v1_chr	1856687	1857667	+	981	10
P125109_01971	P125109_v1_chr	1857802	1858393	+	592	16
P125109_01972	P125109_v1_chr	1858696	1859919	-	1224	35
