# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/D7795_v3_2018.ess_90.gff" "-o" "D7795_input_LB.ess.fc.tsv" "D7795_input_LB.ess.bam" 
Geneid	Chr	Start	End	Strand	Length	D7795_input_LB.ess.bam
D7795_01686	D7795_v1_chr	1562683	1563368	-	686	13
D7795_01687	D7795_v1_chr	1563498	1563619	-	122	0
D7795_01688	D7795_v1_chr	1564276	1564586	+	311	15
D7795_01689	D7795_v1_chr	1564863	1565967	-	1105	7
D7795_01690	D7795_v1_chr	1566393	1567038	+	646	0
D7795_01691	D7795_v1_chr	1567278	1567639	-	362	9
D7795_01692	D7795_v1_chr	1567274	1567387	+	114	0
D7795_01693	D7795_v1_chr	1568162	1568410	+	249	3
D7795_01694	D7795_v1_chr	1568469	1569476	+	1008	12
D7795_01695	D7795_v1_chr	1569756	1571219	+	1464	8
D7795_01696	D7795_v1_chr	1571534	1572365	-	832	3
D7795_01697	D7795_v1_chr	1572658	1573867	+	1210	5
D7795_01698	D7795_v1_chr	1574050	1575408	+	1359	10
D7795_01699	D7795_v1_chr	1575814	1577271	+	1458	18
D7795_01700	D7795_v1_chr	1577638	1578148	+	511	13
D7795_01701	D7795_v1_chr	1578454	1579101	-	648	7
D7795_01702	D7795_v1_chr	1579303	1580304	-	1002	9
D7795_01703	D7795_v1_chr	1580276	1580494	-	219	9
D7795_01704	D7795_v1_chr	1580627	1581612	-	986	50
D7795_01705	D7795_v1_chr	1581772	1582463	-	692	6
D7795_01706	D7795_v1_chr	1582801	1583929	+	1129	11
D7795_01707	D7795_v1_chr	1584238	1584632	-	395	0
D7795_01708	D7795_v1_chr	1584711	1585423	-	713	0
D7795_01709	D7795_v1_chr	1585502	1586071	-	570	1
D7795_01710	D7795_v1_chr	1586126	1586520	-	395	0
D7795_01711	D7795_v1_chr	1586561	1586644	+	84	0
D7795_01712	D7795_v1_chr	1586732	1587458	-	727	6
D7795_01713	D7795_v1_chr	1587603	1588785	-	1183	6
D7795_01714	D7795_v1_chr	1588824	1589077	-	254	4
D7795_01715	D7795_v1_chr	1589185	1590192	-	1008	10
D7795_01716	D7795_v1_chr	1590409	1590894	+	486	4
D7795_01717	D7795_v1_chr	1591043	1591925	-	883	6
D7795_01718	D7795_v1_chr	1592032	1592944	+	913	18
D7795_01719	D7795_v1_chr	1593032	1593569	+	538	15
D7795_01720	D7795_v1_chr	1593784	1594386	+	603	6
D7795_01721	D7795_v1_chr	1594623	1595684	-	1062	12
D7795_01722	D7795_v1_chr	1595777	1596260	+	484	0
D7795_01723	D7795_v1_chr	1596392	1598160	+	1769	11
D7795_01724	D7795_v1_chr	1598380	1598587	-	208	11
D7795_01725	D7795_v1_chr	1598956	1599811	-	856	0
D7795_01726	D7795_v1_chr	1600348	1600707	+	360	5
D7795_01727	D7795_v1_chr	1600779	1600986	+	208	8
D7795_01728	D7795_v1_chr	1601060	1601127	-	68	2
D7795_01729	D7795_v1_chr	1601268	1601961	+	694	20
D7795_01730	D7795_v1_chr	1602174	1603456	+	1283	6
D7795_01731	D7795_v1_chr	1603734	1604314	+	581	8
D7795_01732	D7795_v1_chr	1604389	1605082	+	694	3
D7795_01733	D7795_v1_chr	1605207	1605381	-	175	1
D7795_01734	D7795_v1_chr	1605558	1605714	+	157	0
D7795_01735	D7795_v1_chr	1605990	1607920	-	1931	10
D7795_01736	D7795_v1_chr	1608215	1610898	-	2684	17
D7795_01737	D7795_v1_chr	1611035	1612228	-	1194	9
D7795_01738	D7795_v1_chr	1612452	1612662	+	211	0
D7795_01739	D7795_v1_chr	1612735	1613139	-	405	0
D7795_01740	D7795_v1_chr	1613190	1613654	-	465	8
D7795_01741	D7795_v1_chr	1613866	1614800	+	935	20
D7795_01742	D7795_v1_chr	1615237	1615836	+	600	46
D7795_01743	D7795_v1_chr	1616174	1618123	-	1950	22
D7795_01744	D7795_v1_chr	1618342	1619297	+	956	4
D7795_01745	D7795_v1_chr	1619548	1619747	+	200	2
D7795_01746	D7795_v1_chr	1619995	1621339	-	1345	12
D7795_01747	D7795_v1_chr	1621852	1622421	+	570	18
D7795_01748	D7795_v1_chr	1622768	1623529	+	762	11
D7795_01749	D7795_v1_chr	1623738	1624542	-	805	7
D7795_01750	D7795_v1_chr	1624716	1625328	-	613	12
D7795_01751	D7795_v1_chr	1625394	1626020	-	627	10
D7795_01752	D7795_v1_chr	1626174	1627564	-	1391	16
D7795_01753	D7795_v1_chr	1627933	1631289	-	3357	21
D7795_01754	D7795_v1_chr	1631519	1632769	-	1251	12
D7795_01755	D7795_v1_chr	1633041	1633562	-	522	8
D7795_01756	D7795_v1_chr	1633680	1635019	+	1340	14
D7795_01757	D7795_v1_chr	1635236	1635632	-	397	3
D7795_01758	D7795_v1_chr	1635824	1636804	-	981	15
D7795_01759	D7795_v1_chr	1637415	1638208	-	794	56
D7795_01760	D7795_v1_chr	1638486	1641229	+	2744	17
D7795_01761	D7795_v1_chr	1641547	1642343	+	797	10
D7795_01762	D7795_v1_chr	1642424	1643015	+	592	3
D7795_01763	D7795_v1_chr	1642916	1643083	+	168	0
D7795_01764	D7795_v1_chr	1643272	1644181	-	910	12
D7795_01765	D7795_v1_chr	1644632	1646160	-	1529	12
D7795_01766	D7795_v1_chr	1646351	1646480	-	130	3
D7795_01767	D7795_v1_chr	1646596	1646790	-	195	11
D7795_01768	D7795_v1_chr	1647303	1647691	+	389	12
D7795_01769	D7795_v1_chr	1648084	1648380	+	297	12
D7795_01770	D7795_v1_chr	1648556	1649263	+	708	6
D7795_01771	D7795_v1_chr	1649470	1651076	+	1607	14
D7795_01772	D7795_v1_chr	1651251	1653527	+	2277	7
D7795_01773	D7795_v1_chr	1653836	1655704	+	1869	13
D7795_01774	D7795_v1_chr	1656144	1657226	-	1083	12
D7795_01775	D7795_v1_chr	1657384	1658690	-	1307	11
D7795_01776	D7795_v1_chr	1658932	1659814	-	883	6
D7795_01777	D7795_v1_chr	1660072	1660325	+	254	0
D7795_01778	D7795_v1_chr	1660140	1660382	+	243	5
D7795_01779	D7795_v1_chr	1660675	1660974	-	300	2
D7795_01780	D7795_v1_chr	1661019	1661140	+	122	5
D7795_01781	D7795_v1_chr	1661323	1662205	-	883	15
D7795_01782	D7795_v1_chr	1662446	1662886	-	441	2
D7795_01783	D7795_v1_chr	1662931	1664289	+	1359	3
D7795_01784	D7795_v1_chr	1664429	1665546	+	1118	28
D7795_01785	D7795_v1_chr	1665806	1667147	+	1342	19
D7795_01786	D7795_v1_chr	1667473	1668631	+	1159	41
D7795_01787	D7795_v1_chr	1668734	1669657	+	924	26
D7795_01788	D7795_v1_chr	1669885	1670489	-	605	9
D7795_01789	D7795_v1_chr	1670763	1671743	-	981	17
D7795_01790	D7795_v1_chr	1672174	1673167	+	994	18
D7795_01791	D7795_v1_chr	1673280	1674902	+	1623	14
D7795_01792	D7795_v1_chr	1675102	1675709	+	608	6
D7795_01793	D7795_v1_chr	1675782	1676330	+	549	1
D7795_01794	D7795_v1_chr	1676390	1676659	+	270	3
D7795_01795	D7795_v1_chr	1676686	1677055	+	370	4
D7795_01796	D7795_v1_chr	1677114	1678069	+	956	15
D7795_01797	D7795_v1_chr	1678163	1678962	+	800	9
D7795_01798	D7795_v1_chr	1679063	1679370	+	308	5
D7795_01799	D7795_v1_chr	1679445	1679599	-	155	13
D7795_01800	D7795_v1_chr	1679656	1680663	-	1008	40
D7795_01801	D7795_v1_chr	1681395	1681870	+	476	11
D7795_01802	D7795_v1_chr	1682072	1682925	-	854	14
D7795_01803	D7795_v1_chr	1683183	1683506	-	324	0
D7795_01804	D7795_v1_chr	1683598	1684432	-	835	2
D7795_01805	D7795_v1_chr	1684643	1685893	-	1251	14
D7795_01806	D7795_v1_chr	1685996	1686781	+	786	8
D7795_01807	D7795_v1_chr	1686984	1688055	+	1072	6
D7795_01808	D7795_v1_chr	1688287	1688886	-	600	9
D7795_01809	D7795_v1_chr	1689145	1689536	+	392	5
D7795_01810	D7795_v1_chr	1689599	1689944	+	346	0
D7795_01811	D7795_v1_chr	1690017	1690205	+	189	1
D7795_01812	D7795_v1_chr	1690192	1690254	+	63	1
D7795_01813	D7795_v1_chr	1690435	1691247	-	813	4
D7795_01814	D7795_v1_chr	1691475	1692120	+	646	9
D7795_01815	D7795_v1_chr	1692175	1692615	+	441	4
D7795_01816	D7795_v1_chr	1692911	1692997	+	87	1
D7795_01817	D7795_v1_chr	1693095	1693184	-	90	0
D7795_01818	D7795_v1_chr	1693393	1693746	-	354	14
D7795_01819	D7795_v1_chr	1694174	1694649	+	476	12
D7795_01820	D7795_v1_chr	1694839	1695003	-	165	2
D7795_01821	D7795_v1_chr	1695551	1697389	-	1839	17
D7795_01822	D7795_v1_chr	1697528	1698200	+	673	7
D7795_01823	D7795_v1_chr	1698404	1699022	+	619	0
D7795_01824	D7795_v1_chr	1699272	1699455	+	184	0
D7795_01825	D7795_v1_chr	1699688	1701008	-	1321	8
D7795_01826	D7795_v1_chr	1701290	1702531	-	1242	34
D7795_01827	D7795_v1_chr	1702687	1703604	-	918	10
D7795_01828	D7795_v1_chr	1703736	1704829	-	1094	16
D7795_01829	D7795_v1_chr	1704984	1705286	-	303	0
D7795_01830	D7795_v1_chr	1705429	1705736	+	308	3
D7795_01831	D7795_v1_chr	1705806	1706310	+	505	2
D7795_01832	D7795_v1_chr	1706474	1707084	-	611	2
D7795_01833	D7795_v1_chr	1707224	1707499	+	276	2
D7795_01834	D7795_v1_chr	1707686	1709881	+	2196	30
D7795_01835	D7795_v1_chr	1710250	1712418	+	2169	13
D7795_01836	D7795_v1_chr	1712669	1713225	+	557	2
D7795_01837	D7795_v1_chr	1713288	1714060	+	773	17
D7795_01838	D7795_v1_chr	1714188	1714741	+	554	2
D7795_01839	D7795_v1_chr	1715107	1715746	+	640	4
D7795_01840	D7795_v1_chr	1715846	1716658	+	813	12
D7795_01841	D7795_v1_chr	1716758	1717341	+	584	6
D7795_01842	D7795_v1_chr	1717405	1718439	+	1035	7
D7795_01843	D7795_v1_chr	1718725	1719853	+	1129	10
D7795_01844	D7795_v1_chr	1720003	1720629	-	627	2
D7795_01845	D7795_v1_chr	1720877	1721975	-	1099	5
D7795_01846	D7795_v1_chr	1722193	1723002	-	810	8
D7795_01847	D7795_v1_chr	1723122	1724250	+	1129	1
D7795_01848	D7795_v1_chr	1724409	1724643	-	235	2
D7795_01849	D7795_v1_chr	1724770	1724994	+	225	0
D7795_01850	D7795_v1_chr	1725287	1726026	+	740	3
D7795_01851	D7795_v1_chr	1726181	1726477	-	297	4
D7795_01852	D7795_v1_chr	1726500	1726826	-	327	13
D7795_01853	D7795_v1_chr	1727244	1728175	+	932	14
D7795_01854	D7795_v1_chr	1728591	1729841	-	1251	8
D7795_01855	D7795_v1_chr	1730005	1731381	-	1377	14
D7795_01856	D7795_v1_chr	1731908	1732758	+	851	7
D7795_01857	D7795_v1_chr	1733151	1734395	+	1245	13
D7795_01858	D7795_v1_chr	1734628	1734930	-	303	6
D7795_01859	D7795_v1_chr	1735057	1735715	+	659	12
D7795_01860	D7795_v1_chr	1736268	1737304	+	1037	70
D7795_01861	D7795_v1_chr	1737352	1737455	+	104	9
D7795_01862	D7795_v1_chr	1737578	1739108	+	1531	8
D7795_01863	D7795_v1_chr	1739389	1740560	+	1172	4
D7795_01864	D7795_v1_chr	1740766	1741602	+	837	3
D7795_01865	D7795_v1_chr	1741832	1743095	-	1264	9
D7795_01866	D7795_v1_chr	1743427	1744909	-	1483	10
D7795_01867	D7795_v1_chr	1745109	1746167	+	1059	8
D7795_01868	D7795_v1_chr	1746387	1747745	+	1359	6
D7795_01869	D7795_v1_chr	1747998	1748211	+	214	1
D7795_01870	D7795_v1_chr	1748295	1748367	+	73	0
D7795_01871	D7795_v1_chr	1748450	1748552	-	103	1
D7795_01872	D7795_v1_chr	1748601	1749502	+	902	0
D7795_01873	D7795_v1_chr	1749781	1750717	-	937	2
D7795_01874	D7795_v1_chr	1750925	1751038	+	114	2
D7795_01875	D7795_v1_chr	1751347	1751541	+	195	2
D7795_01876	D7795_v1_chr	1751651	1752047	+	397	5
D7795_01877	D7795_v1_chr	1752168	1752691	+	524	4
D7795_01878	D7795_v1_chr	1752749	1753270	+	522	0
D7795_01879	D7795_v1_chr	1753320	1755223	+	1904	16
D7795_01880	D7795_v1_chr	1755435	1756388	+	954	5
D7795_01881	D7795_v1_chr	1756497	1757055	+	559	1
D7795_01882	D7795_v1_chr	1757120	1757743	+	624	6
D7795_01883	D7795_v1_chr	1757812	1758384	+	573	5
D7795_01884	D7795_v1_chr	1759048	1760403	+	1356	11
D7795_01885	D7795_v1_chr	1760658	1761203	+	546	2
D7795_01886	D7795_v1_chr	1761408	1762182	-	775	5
D7795_01887	D7795_v1_chr	1762369	1763516	-	1148	0
D7795_01888	D7795_v1_chr	1763708	1764299	-	592	1
D7795_01889	D7795_v1_chr	1764394	1764720	-	327	0
D7795_01890	D7795_v1_chr	1764887	1765896	-	1010	9
D7795_01891	D7795_v1_chr	1766168	1766589	+	422	4
D7795_01892	D7795_v1_chr	1766726	1767117	-	392	0
D7795_01893	D7795_v1_chr	1767318	1767531	+	214	0
D7795_01894	D7795_v1_chr	1767557	1768331	+	775	5
D7795_01895	D7795_v1_chr	1768417	1770252	+	1836	21
D7795_01896	D7795_v1_chr	1770484	1770953	-	470	9
D7795_01897	D7795_v1_chr	1771122	1771929	-	808	9
D7795_01898	D7795_v1_chr	1772004	1772219	-	216	2
D7795_01899	D7795_v1_chr	1772322	1772861	+	540	2
D7795_01900	D7795_v1_chr	1772980	1773968	+	989	11
D7795_01901	D7795_v1_chr	1774146	1774513	+	368	6
D7795_01902	D7795_v1_chr	1774654	1775237	+	584	2
D7795_01903	D7795_v1_chr	1775413	1775726	-	314	6
D7795_01904	D7795_v1_chr	1776062	1776801	+	740	0
D7795_01905	D7795_v1_chr	1777010	1777533	+	524	4
D7795_01906	D7795_v1_chr	1777683	1777763	-	81	0
D7795_01907	D7795_v1_chr	1778059	1778982	+	924	9
D7795_01908	D7795_v1_chr	1778986	1779071	+	86	0
D7795_01909	D7795_v1_chr	1779174	1780013	-	840	0
D7795_01910	D7795_v1_chr	1780126	1781211	+	1086	3
D7795_01911	D7795_v1_chr	1781621	1782655	+	1035	12
D7795_01912	D7795_v1_chr	1782875	1783452	-	578	0
D7795_01913	D7795_v1_chr	1783669	1784905	+	1237	24
D7795_01914	D7795_v1_chr	1785194	1785263	+	70	0
D7795_01915	D7795_v1_chr	1785281	1785350	+	70	5
D7795_01916	D7795_v1_chr	1785620	1786573	-	954	16
D7795_01917	D7795_v1_chr	1786648	1787349	-	702	0
D7795_01918	D7795_v1_chr	1787376	1787616	-	241	3
D7795_01919	D7795_v1_chr	1787677	1788260	-	584	5
D7795_01920	D7795_v1_chr	1788424	1789296	-	873	49
D7795_01921	D7795_v1_chr	1789314	1789651	-	338	23
D7795_01922	D7795_v1_chr	1789669	1790009	-	341	14
D7795_01923	D7795_v1_chr	1790142	1791313	-	1172	12
D7795_01924	D7795_v1_chr	1791507	1793348	-	1842	84
D7795_01925	D7795_v1_chr	1793369	1793701	-	333	11
D7795_01926	D7795_v1_chr	1793858	1794751	-	894	44
D7795_01927	D7795_v1_chr	1794808	1795415	-	608	15
D7795_01928	D7795_v1_chr	1795066	1795131	+	66	0
D7795_01929	D7795_v1_chr	1795437	1795663	-	227	10
D7795_01930	D7795_v1_chr	1796053	1796727	-	675	10
D7795_01931	D7795_v1_chr	1796750	1796987	-	238	0
D7795_01932	D7795_v1_chr	1797013	1797274	-	262	0
D7795_01933	D7795_v1_chr	1797273	1797467	-	195	4
D7795_01934	D7795_v1_chr	1797630	1798250	-	621	26
D7795_01935	D7795_v1_chr	1798325	1799029	-	705	29
D7795_01936	D7795_v1_chr	1799087	1799473	-	387	7
D7795_01937	D7795_v1_chr	1799572	1799947	-	376	20
D7795_01938	D7795_v1_chr	1800008	1800537	-	530	30
D7795_01939	D7795_v1_chr	1800698	1802007	-	1310	17
D7795_01940	D7795_v1_chr	1802057	1802483	-	427	2
D7795_01941	D7795_v1_chr	1802539	1803070	-	532	23
D7795_01942	D7795_v1_chr	1803109	1803400	-	292	9
D7795_01943	D7795_v1_chr	1803630	1803848	-	219	5
D7795_01944	D7795_v1_chr	1803977	1805067	-	1091	28
D7795_01945	D7795_v1_chr	1805197	1806541	-	1345	27
D7795_01946	D7795_v1_chr	1806581	1806926	-	346	10
D7795_01947	D7795_v1_chr	1807345	1809831	+	2487	98
D7795_01948	D7795_v1_chr	1810138	1810713	+	576	16
D7795_01949	D7795_v1_chr	1810955	1811611	+	657	5
D7795_01950	D7795_v1_chr	1811855	1812718	+	864	15
D7795_01951	D7795_v1_chr	1812957	1813148	-	192	4
D7795_01952	D7795_v1_chr	1813308	1813866	-	559	2
D7795_01953	D7795_v1_chr	1814018	1815619	-	1602	13
D7795_01954	D7795_v1_chr	1815801	1816462	+	662	2
D7795_01955	D7795_v1_chr	1816536	1817456	+	921	5
D7795_01956	D7795_v1_chr	1817551	1820307	+	2757	7
D7795_01957	D7795_v1_chr	1820936	1822040	+	1105	46
D7795_01958	D7795_v1_chr	1822174	1822838	+	665	20
D7795_01959	D7795_v1_chr	1822970	1823774	+	805	14
D7795_01960	D7795_v1_chr	1823885	1825094	+	1210	15
D7795_01961	D7795_v1_chr	1825428	1825603	+	176	4
D7795_01962	D7795_v1_chr	1825630	1826901	+	1272	2
D7795_01963	D7795_v1_chr	1827353	1827566	+	214	3
D7795_01964	D7795_v1_chr	1827672	1827890	+	219	0
D7795_01965	D7795_v1_chr	1827759	1827953	-	195	0
D7795_01966	D7795_v1_chr	1828080	1828981	-	902	10
D7795_01967	D7795_v1_chr	1829177	1829552	-	376	2
D7795_01968	D7795_v1_chr	1829687	1830785	-	1099	10
D7795_01969	D7795_v1_chr	1830909	1832053	-	1145	6
D7795_01970	D7795_v1_chr	1832102	1832774	-	673	6
D7795_01971	D7795_v1_chr	1832939	1834278	-	1340	16
D7795_01972	D7795_v1_chr	1834323	1834655	-	333	6
D7795_01973	D7795_v1_chr	1835082	1836294	+	1213	27
D7795_01974	D7795_v1_chr	1836460	1836544	-	85	0
D7795_01975	D7795_v1_chr	1836734	1836904	-	171	0
D7795_01976	D7795_v1_chr	1837044	1837413	-	370	2
D7795_01977	D7795_v1_chr	1837715	1840466	-	2752	24
D7795_01978	D7795_v1_chr	1840731	1841738	+	1008	11
D7795_01979	D7795_v1_chr	1842032	1842130	+	99	5
D7795_01980	D7795_v1_chr	1842307	1842630	+	324	8
D7795_01981	D7795_v1_chr	1842807	1843897	+	1091	59
D7795_01982	D7795_v1_chr	1844382	1845494	+	1113	41
D7795_01983	D7795_v1_chr	1845684	1846464	+	781	22
D7795_01984	D7795_v1_chr	1846595	1847278	+	684	16
D7795_01985	D7795_v1_chr	1847507	1848943	+	1437	44
D7795_01986	D7795_v1_chr	1849116	1850152	+	1037	22
D7795_01987	D7795_v1_chr	1850432	1851233	-	802	21
D7795_01988	D7795_v1_chr	1851696	1852384	+	689	11
D7795_01989	D7795_v1_chr	1852482	1853324	+	843	13
D7795_01990	D7795_v1_chr	1853474	1854632	+	1159	15
D7795_01991	D7795_v1_chr	1854757	1855021	+	265	5
D7795_01992	D7795_v1_chr	1855288	1855695	+	408	12
D7795_01993	D7795_v1_chr	1855755	1856810	+	1056	14
D7795_01994	D7795_v1_chr	1857206	1859347	-	2142	19
D7795_01995	D7795_v1_chr	1859684	1860434	+	751	13
D7795_01996	D7795_v1_chr	1860673	1861615	+	943	8
D7795_01997	D7795_v1_chr	1861876	1862048	+	173	2
D7795_01998	D7795_v1_chr	1862246	1863544	-	1299	17
D7795_01999	D7795_v1_chr	1863677	1864319	-	643	30
D7795_02000	D7795_v1_chr	1864679	1865097	-	419	9
D7795_02001	D7795_v1_chr	1865249	1865923	-	675	9
D7795_02002	D7795_v1_chr	1865978	1866474	-	497	2
D7795_02003	D7795_v1_chr	1866664	1867546	-	883	7
D7795_02004	D7795_v1_chr	1867792	1868286	-	495	7
D7795_02005	D7795_v1_chr	1868326	1868685	-	360	7
D7795_02006	D7795_v1_chr	1868771	1869664	-	894	4
D7795_02007	D7795_v1_chr	1869746	1870026	-	281	0
D7795_02008	D7795_v1_chr	1870121	1870372	+	252	10
D7795_02009	D7795_v1_chr	1870559	1870918	+	360	6
D7795_02010	D7795_v1_chr	1871030	1871248	+	219	6
D7795_02011	D7795_v1_chr	1871278	1871461	+	184	0
D7795_02012	D7795_v1_chr	1871451	1871623	+	173	0
D7795_02013	D7795_v1_chr	1871718	1872114	+	397	10
D7795_02014	D7795_v1_chr	1872155	1872387	+	233	2
D7795_02015	D7795_v1_chr	1872400	1872880	+	481	9
D7795_02016	D7795_v1_chr	1872930	1873145	+	216	2
D7795_02017	D7795_v1_chr	1873166	1874035	+	870	2
D7795_02018	D7795_v1_chr	1874125	1874578	+	454	6
D7795_02019	D7795_v1_chr	1874625	1875542	+	918	8
D7795_02020	D7795_v1_chr	1875641	1877444	+	1804	18
D7795_02021	D7795_v1_chr	1877820	1878114	+	295	0
D7795_02022	D7795_v1_chr	1878139	1878511	+	373	2
D7795_02023	D7795_v1_chr	1879268	1879424	-	157	4
D7795_02024	D7795_v1_chr	1879939	1881483	-	1545	86
D7795_02025	D7795_v1_chr	1881842	1882001	+	160	7
D7795_02026	D7795_v1_chr	1882638	1883582	-	945	13
D7795_02027	D7795_v1_chr	1883755	1885315	-	1561	19
D7795_02028	D7795_v1_chr	1885472	1886225	+	754	11
D7795_02029	D7795_v1_chr	1886332	1887309	+	978	8
D7795_02030	D7795_v1_chr	1887464	1888211	+	748	2
D7795_02031	D7795_v1_chr	1888397	1888842	+	446	2
D7795_02032	D7795_v1_chr	1888891	1889071	+	181	0
D7795_02033	D7795_v1_chr	1889082	1889422	+	341	4
D7795_02034	D7795_v1_chr	1889456	1889855	+	400	10
D7795_02035	D7795_v1_chr	1889906	1890348	+	443	5
D7795_02036	D7795_v1_chr	1890384	1890786	+	403	0
D7795_02037	D7795_v1_chr	1890827	1891399	+	573	2
D7795_02038	D7795_v1_chr	1891459	1891990	+	532	13
D7795_02039	D7795_v1_chr	1892046	1892378	+	333	7
D7795_02040	D7795_v1_chr	1892401	1893208	+	808	3
D7795_02041	D7795_v1_chr	1893290	1893765	+	476	0
D7795_02042	D7795_v1_chr	1893823	1895278	+	1456	49
D7795_02043	D7795_v1_chr	1895442	1895922	+	481	36
D7795_02044	D7795_v1_chr	1896037	1896566	-	530	26
D7795_02045	D7795_v1_chr	1896695	1897864	-	1170	113
D7795_02046	D7795_v1_chr	1898064	1898504	-	441	7
D7795_02047	D7795_v1_chr	1898817	1901514	-	2698	18
D7795_02048	D7795_v1_chr	1901664	1901985	-	322	2
D7795_02049	D7795_v1_chr	1902079	1902540	-	462	4
D7795_02050	D7795_v1_chr	1902659	1903728	-	1070	8
D7795_02051	D7795_v1_chr	1903886	1904895	+	1010	13
D7795_02052	D7795_v1_chr	1905062	1905296	+	235	4
D7795_02053	D7795_v1_chr	1905556	1905682	+	127	0
D7795_02054	D7795_v1_chr	1905918	1906002	-	85	0
D7795_02055	D7795_v1_chr	1906082	1906351	-	270	0
D7795_02056	D7795_v1_chr	1906594	1908743	-	2150	0
D7795_02057	D7795_v1_chr	1908857	1909742	-	886	0
D7795_02058	D7795_v1_chr	1910079	1910400	-	322	0
D7795_02059	D7795_v1_chr	1910470	1910648	-	179	2
D7795_02060	D7795_v1_chr	1910787	1911178	-	392	1
D7795_02061	D7795_v1_chr	1911482	1913218	-	1737	0
D7795_02062	D7795_v1_chr	1913985	1914111	+	127	5
D7795_02063	D7795_v1_chr	1914116	1915217	+	1102	24
D7795_02064	D7795_v1_chr	1915666	1915851	-	186	4
D7795_02065	D7795_v1_chr	1916109	1916878	-	770	51
D7795_02066	D7795_v1_chr	1916964	1917188	-	225	0
D7795_02067	D7795_v1_chr	1917331	1918194	+	864	40
D7795_02068	D7795_v1_chr	1918264	1918329	+	66	3
D7795_02069	D7795_v1_chr	1918306	1918415	-	110	2
D7795_02070	D7795_v1_chr	1918414	1919097	-	684	22
D7795_02071	D7795_v1_chr	1919386	1920225	+	840	7
D7795_02072	D7795_v1_chr	1920414	1920675	+	262	3
D7795_02073	D7795_v1_chr	1920811	1921585	+	775	4
D7795_02074	D7795_v1_chr	1921767	1922250	-	484	0
D7795_02075	D7795_v1_chr	1922399	1923001	+	603	5
D7795_02076	D7795_v1_chr	1923077	1923227	+	151	2
D7795_02077	D7795_v1_chr	1923205	1923744	+	540	9
D7795_02078	D7795_v1_chr	1923941	1925193	+	1253	17
D7795_02079	D7795_v1_chr	1925459	1925677	-	219	3
D7795_02080	D7795_v1_chr	1926042	1928069	+	2028	12
D7795_02081	D7795_v1_chr	1928314	1928429	-	116	0
D7795_02082	D7795_v1_chr	1928413	1929096	-	684	8
D7795_02083	D7795_v1_chr	1929244	1930464	-	1221	42
D7795_02084	D7795_v1_chr	1930673	1931428	-	756	23
D7795_02085	D7795_v1_chr	1931476	1931789	-	314	11
D7795_02086	D7795_v1_chr	1931975	1933198	-	1224	27
D7795_02087	D7795_v1_chr	1933313	1933601	-	289	24
D7795_02088	D7795_v1_chr	1933936	1934243	-	308	1
D7795_02089	D7795_v1_chr	1934462	1935207	+	746	0
D7795_02090	D7795_v1_chr	1935410	1936203	+	794	11
D7795_02091	D7795_v1_chr	1936299	1936378	-	80	2
D7795_02092	D7795_v1_chr	1936414	1936851	-	438	23
D7795_02093	D7795_v1_chr	1936956	1937150	-	195	4
D7795_02094	D7795_v1_chr	1937283	1938155	-	873	9
D7795_02095	D7795_v1_chr	1938282	1939491	-	1210	6
D7795_02096	D7795_v1_chr	1939635	1940966	-	1332	20
D7795_02097	D7795_v1_chr	1941066	1941997	-	932	8
D7795_02098	D7795_v1_chr	1942051	1942623	-	573	2
D7795_02099	D7795_v1_chr	1942715	1943214	-	500	3
D7795_02100	D7795_v1_chr	1943588	1944379	+	792	3
D7795_02101	D7795_v1_chr	1944539	1944819	+	281	5
D7795_02102	D7795_v1_chr	1944942	1945190	-	249	3
D7795_02103	D7795_v1_chr	1945429	1946638	+	1210	17
D7795_02104	D7795_v1_chr	1946997	1948751	-	1755	13
D7795_02105	D7795_v1_chr	1948860	1949799	-	940	11
D7795_02106	D7795_v1_chr	1949972	1950468	-	497	8
D7795_02107	D7795_v1_chr	1950642	1952313	+	1672	18
D7795_02108	D7795_v1_chr	1952522	1953502	+	981	11
D7795_02109	D7795_v1_chr	1953637	1954228	+	592	9
D7795_02110	D7795_v1_chr	1954531	1955754	-	1224	52
D7795_02111	D7795_v1_chr	1955965	1956648	-	684	26
D7795_02112	D7795_v1_chr	1956876	1957761	-	886	19
D7795_02113	D7795_v1_chr	1957865	1958718	-	854	50
D7795_02114	D7795_v1_chr	1958806	1959559	-	754	29
D7795_02115	D7795_v1_chr	1959685	1960624	-	940	49
D7795_02116	D7795_v1_chr	1960773	1962014	-	1242	36
D7795_02117	D7795_v1_chr	1962148	1963117	-	970	11
D7795_02118	D7795_v1_chr	1963392	1963524	+	133	1
D7795_02119	D7795_v1_chr	1964038	1964289	-	252	4
D7795_02120	D7795_v1_chr	1964372	1964744	-	373	0
D7795_02121	D7795_v1_chr	1965086	1965982	+	897	0
D7795_02122	D7795_v1_chr	1966162	1966386	+	225	3
D7795_02123	D7795_v1_chr	1966410	1967206	+	797	4
D7795_02124	D7795_v1_chr	1967477	1968241	-	765	7
D7795_02125	D7795_v1_chr	1968466	1969543	-	1078	15
D7795_02126	D7795_v1_chr	1969907	1970579	-	673	14
D7795_02127	D7795_v1_chr	1971006	1972747	+	1742	20
